DTYPE,id,cost,dataEntryString,gpUnit,gpValue,name,rarity,roll,weight,weightUnits,addDamageType,addMultiple,additionalDie,averageDmgPerTurn10K,baseDie,baseMulti,info,mainDamageType,mainDie,mainMultiple,variance,weaponType,meleeWeapon,rangedWeapon
SimpleMeleeWeapon,143,74,,1,0.739999983459711,Unyeilding Poison Greatclub,3,,10.0,lbs,8,3,2,18.9436,3,1,Two-handed,1,4,2,1.70108071085615,0,2,
MartialRangeWeapon,144,33,,2,33.0,Famous Piercing Net,4,,3.0,lbs,7,2,1,13.0026,1,1,"Special, thrown (range 5/15)",,2,3,2.52554995000261,3,,4
MartialRangeWeapon,145,170,,2,170.0,Unusual Bludgeoning Blowgun,2,,1.0,lbs,1,2,0,5.9883,0,1,"Ammunition (range 25/100), loading",7,1,2,1.34352075253388,3,,0
SimpleMeleeWeapon,146,9,,2,9.0,Unusual Cold Sickle,2,,2.0,lbs,2,1,0,3.0074,1,1,Light,11,1,1,0.970556707405846,0,8,
MartialRangeWeapon,147,50,,2,50.0,Scrap Heavy Crossbow,0,,18.0,lbs,10,0,0,1.0,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,0,1,0.0039417302891268,3,,2
SimpleMeleeWeapon,148,125,,2,125.0,Well Crafted Force Javelin,3,,2.0,lbs,4,2,1,11.9856,2,1,Thrown (range 30/120),7,3,2,1.37980009189507,0,4,
SimpleMeleeWeapon,149,5,,2,5.0,Functional Handaxe,1,,2.0,lbs,6,0,0,2.9794,2,1,"Light, thrown (range 20/60)",11,2,1,0.479859671500118,0,3,
SimpleMeleeWeapon,150,17,,2,17.0,Nice Radiant Sickle,2,,2.0,lbs,10,2,0,8.0139,1,1,Light,11,2,2,1.24183753193419,0,8,
SimpleMeleeWeapon,151,66,,1,0.65999998524785,One of A Kind Cold Light Hammer,4,,2.0,lbs,2,2,1,12.942,1,1,"Light, thrown (range 20/60)",1,2,3,2.79697510945579,0,5,
MartialRangeWeapon,152,10,,2,10.0,Normal Blowgun,1,,1.0,lbs,11,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.498251607905705,3,,0
SimpleMeleeWeapon,153,165,,2,165.0,Mythical Cold Javelin,4,,2.0,lbs,2,2,2,17.9705,2,1,Thrown (range 30/120),7,3,3,2.09135034893378,0,4,
MartialMeleeWeapon,154,165,,2,165.0,Glorious Cold War Pick,4,,2.0,lbs,2,2,3,23.014,3,1,-,7,4,3,2.0599607078749,2,15,
MartialMeleeWeapon,155,50,,2,50.0,Regular Greatsword,1,,6.0,lbs,3,0,0,6.0017,2,2,"Heavy, two-handed",11,2,2,0.56245945170491,2,4,
SimpleMeleeWeapon,156,2,,1,0.0199999995529652,Worthless Light Hammer,0,,2.0,lbs,7,0,0,1.0,1,1,"Light, thrown (range 20/60)",1,0,1,0.00247505245491463,0,5,
SimpleRangeWeapon,157,25,,2,25.0,Not Junk Light Crossbow,1,,5.0,lbs,2,0,0,4.0097,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.4485973839539,1,,0
SimpleRangeWeapon,158,17,,1,0.169999996200204,Nice Force Sling,2,,0.0,lbs,4,2,0,8.0146,1,1,Ammunition (range 30/120),1,2,2,1.22549798431578,1,,3
SimpleRangeWeapon,159,37,,1,0.369999991729856,Unnaturally Sharp Poison Sling,3,,0.0,lbs,8,3,0,8.9925,1,1,Ammunition (range 30/120),1,2,2,1.68937773150524,1,,3
MartialMeleeWeapon,160,15,,2,15.0,Broken Longsword,0,,3.0,lbs,8,0,0,3.0172,3,1,Versatile (1d10),11,2,1,0.00898162912172047,2,7,
SimpleMeleeWeapon,161,50,,1,0.499999988824129,Well Crafted Acid Light Hammer,3,,2.0,lbs,0,2,1,12.9747,1,1,"Light, thrown (range 20/60)",1,2,3,2.16577515576527,0,5,
SimpleMeleeWeapon,162,1,,2,1.0,Junk Sickle,0,,2.0,lbs,6,0,0,1.0,1,1,Light,11,0,1,0.00847482323446953,0,8,
SimpleRangeWeapon,163,5,,0,0.000499999987368938,Useful Dart,1,,0.25,lbs,5,0,0,2.0028,1,1,"Finesse, thrown (range 20/60)",7,1,1,0.418857427065448,1,,1
SimpleRangeWeapon,164,25,,2,25.0,Broken Shortbow,0,,2.0,lbs,10,0,0,2.0084,2,1,"Ammunition (range 80/320), two-handed",7,1,1,0.00134038302283189,1,,2
SimpleMeleeWeapon,165,74,,1,0.739999983459711,Fuck Yeah this is Rare Acid Light Hammer,3,,2.0,lbs,0,3,0,8.9743,1,1,"Light, thrown (range 20/60)",1,2,2,1.60816649870193,0,5,
SimpleMeleeWeapon,166,18,,1,0.179999995976686,Uncommon Poison Greatclub,2,,10.0,lbs,8,1,2,6.9852,3,1,Two-handed,1,3,1,1.12770744420161,0,2,
MartialRangeWeapon,167,370,,2,370.0,Magic Infused Slashing Blowgun,3,,1.0,lbs,11,3,0,7.0233,0,1,"Ammunition (range 25/100), loading",7,1,2,1.69893806894376,3,,0
SimpleRangeWeapon,168,25,,2,25.0,Common Light Crossbow,1,,5.0,lbs,3,0,0,3.986,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.514833085974213,1,,0
MartialRangeWeapon,169,10,,2,10.0,Trash Blowgun,0,,1.0,lbs,1,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.00757114057000516,3,,0
SimpleRangeWeapon,170,1,,1,0.00999999977648258,Useful Sling,1,,0.0,lbs,8,0,0,2.0033,1,1,Ammunition (range 30/120),1,1,1,0.474616627029138,1,,3
MartialRangeWeapon,171,75,,2,75.0,Scrap One Handed Crossbow,0,,3.0,lbs,12,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00476196784048275,3,,1
MartialRangeWeapon,172,250,,2,250.0,Unnaturally Sharp Acid Blowgun,3,,1.0,lbs,0,2,0,7.993,0,1,"Ammunition (range 25/100), loading",7,1,3,2.23236702534776,3,,0
MartialRangeWeapon,173,75,,2,75.0,Rusty One Handed Crossbow,0,,3.0,lbs,8,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00263465220606239,3,,1
MartialMeleeWeapon,174,20,,2,20.0,Unexceptional Halberd,1,,6.0,lbs,7,0,0,4.9634,4,1,"Heavy, reach, two-handed",11,4,1,0.381591321871939,2,5,
SimpleRangeWeapon,175,25,,2,25.0,Junk Shortbow,0,,2.0,lbs,10,0,0,2.0047,2,1,"Ammunition (range 80/320), two-handed",7,1,1,0.00276389907706533,1,,2
MartialMeleeWeapon,176,660,,2,660.0,Legendary Force Halberd,4,,6.0,lbs,4,2,4,27.8272,4,1,"Heavy, reach, two-handed",11,5,3,2.93496036144914,2,5,
SimpleRangeWeapon,177,925,,2,925.0,Remarkable Slashing Shortbow,3,,2.0,lbs,11,3,1,13.9893,2,1,"Ammunition (range 80/320), two-handed",7,3,2,1.62160781849569,1,,2
SimpleRangeWeapon,178,225,,2,225.0,Exceptional Thunder Light Crossbow,2,,5.0,lbs,12,1,2,7.0443,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.934111322352191,1,,0
SimpleMeleeWeapon,179,74,,1,0.739999983459711,Mastercrafted Fire Light Hammer,3,,2.0,lbs,3,3,0,8.9949,1,1,"Light, thrown (range 20/60)",1,2,2,1.56555789809457,0,5,
SimpleRangeWeapon,180,225,,2,225.0,Unusual Fire Shortbow,2,,2.0,lbs,3,1,1,5.0185,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.906491282110247,1,,2
SimpleRangeWeapon,181,825,,2,825.0,Mythical Acid Light Crossbow,4,,5.0,lbs,0,2,3,22.9685,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,2.89460314760212,1,,0
SimpleRangeWeapon,182,1,,1,0.00999999977648258,Dingy Sling,0,,0.0,lbs,0,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.0058922055793228,1,,3
SimpleMeleeWeapon,183,5,,2,5.0,Regular Handaxe,1,,2.0,lbs,5,0,0,2.9967,2,1,"Light, thrown (range 20/60)",11,2,1,0.360962334176389,0,3,
MartialMeleeWeapon,184,250,,2,250.0,Fuck Yeah this is Rare Slashing Shortsword,3,,2.0,lbs,11,2,2,18.0055,2,1,"Finesse, light",7,3,3,2.11625135649031,2,13,
SimpleMeleeWeapon,185,185,,2,185.0,Unyeilding Radiant Handaxe,3,,2.0,lbs,10,3,1,14.0209,2,1,"Light, thrown (range 20/60)",11,3,2,1.48253299913424,0,3,
MartialRangeWeapon,186,50,,2,50.0,Junk Heavy Crossbow,0,,18.0,lbs,4,0,0,1.0,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,0,1,0.00822741316420786,3,,2
SimpleMeleeWeapon,187,45,,2,45.0,Fine Necrotic Handaxe,2,,2.0,lbs,6,1,1,4.9956,2,1,"Light, thrown (range 20/60)",11,2,1,1.19429794675893,0,3,
MartialRangeWeapon,188,2475,,2,2475.0,Lionized Bludgeoning One Handed Crossbow,4,,3.0,lbs,1,2,1,13.0029,1,1,"Ammunition (range 30/120), light, loading",7,2,3,1.99190755383104,3,,1
SimpleMeleeWeapon,189,25,,2,25.0,Unnaturally Sharp Necrotic Spear,3,,3.0,lbs,6,2,2,18.0047,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,2.18035430007885,0,9,
MartialMeleeWeapon,190,5,,2,5.0,Not Junk War Pick,1,,2.0,lbs,10,0,0,3.9719,3,1,-,7,3,1,0.527501879770222,2,15,
SimpleMeleeWeapon,191,2,,1,0.0199999995529652,Dingy Light Hammer,0,,2.0,lbs,7,0,0,1.0,1,1,"Light, thrown (range 20/60)",1,0,1,0.00364010190746674,0,5,
SimpleMeleeWeapon,192,34,,1,0.339999992400408,Pointy Force Greatclub,2,,10.0,lbs,4,2,2,15.9784,3,1,Two-handed,1,4,2,1.31627271846178,0,2,
SimpleRangeWeapon,193,165,,0,0.0164999995831749,Famous Radiant Dart,4,,0.25,lbs,10,2,1,13.0319,1,1,"Finesse, thrown (range 20/60)",7,2,3,2.01041094553642,1,,1
SimpleMeleeWeapon,194,5,,2,5.0,Destroyed Handaxe,0,,2.0,lbs,7,0,0,2.0143,2,1,"Light, thrown (range 20/60)",11,1,1,0.00485411008282672,0,3,
MartialRangeWeapon,195,450,,2,450.0,Fine Poison Heavy Crossbow,2,,18.0,lbs,8,1,0,2.9935,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,1.00038874055249,3,,2
MartialRangeWeapon,196,50,,2,50.0,Junk Heavy Crossbow,0,,18.0,lbs,2,0,0,1.0,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,0,1,0.00130820342730708,3,,2
SimpleRangeWeapon,197,825,,2,825.0,Heroic Lightning Shortbow,4,,2.0,lbs,5,2,2,18.0015,2,1,"Ammunition (range 80/320), two-handed",7,3,3,1.95315568111552,1,,2
SimpleMeleeWeapon,198,9,,1,0.0899999979883432,Uncommon Thunder Club,2,,2.0,lbs,12,1,0,3.0127,1,1,Light,1,1,1,1.01586267997177,0,0,
MartialMeleeWeapon,199,15,,2,15.0,Unexceptional Warhammer,1,,2.0,lbs,8,0,0,3.972,3,1,Versatile (1d10),1,3,1,0.447794736597652,2,16,
MartialMeleeWeapon,200,340,,2,340.0,Shiny Radiant Glaive,2,,6.0,lbs,10,2,3,19.9682,4,1,"Heavy, reach, two-handed",11,5,2,1.23739208866048,2,2,
SimpleMeleeWeapon,201,1,,2,1.0,Junk Sickle,0,,2.0,lbs,4,0,0,1.0,1,1,Light,11,0,1,0.00868917494607492,0,8,
MartialMeleeWeapon,202,330,,2,330.0,Glorious Fire Flail,4,,2.0,lbs,3,2,3,23.0447,3,1,-,1,4,3,1.89615795898517,2,1,
MartialMeleeWeapon,203,330,,2,330.0,Heroic Slashing Shortsword,4,,2.0,lbs,11,2,2,17.9712,2,1,"Finesse, light",7,3,3,2.81783739933791,2,13,
SimpleMeleeWeapon,204,50,,1,0.499999988824129,Remarkable Cold Quarterstaff,3,,4.0,lbs,2,2,1,12.0072,2,1,Versatile (1d8),1,3,2,1.39296852190397,0,7,
MartialRangeWeapon,205,10,,2,10.0,Functional Blowgun,1,,1.0,lbs,7,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.589334836440804,3,,0
SimpleRangeWeapon,206,25,,2,25.0,Regular Shortbow,1,,2.0,lbs,5,0,0,2.9988,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.418724995257967,1,,2
MartialRangeWeapon,207,90,,2,90.0,Pointy Acid Blowgun,2,,1.0,lbs,0,1,0,2.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.818430226505013,3,,0
MartialMeleeWeapon,208,15,,2,15.0,Regular Morningstar,1,,4.0,lbs,6,0,0,3.9717,3,1,-,7,3,1,0.460990375172455,2,9,
MartialMeleeWeapon,209,750,,2,750.0,Rare Psychic Greataxe,3,,7.0,lbs,9,2,5,42.0084,5,1,"Heavy, two-handed",11,6,3,2.13996965407855,2,3,
MartialMeleeWeapon,210,330,,2,330.0,Venerable Slashing Maul,4,,10.0,lbs,11,2,2,21.9851,2,2,"Heavy, two-handed",1,3,4,2.51892383992787,2,8,
MartialMeleeWeapon,211,375,,2,375.0,Fuck Yeah this is Rare Poison Longsword,3,,3.0,lbs,8,2,3,23.0283,3,1,Versatile (1d10),11,4,3,2.09716920979646,2,7,
SimpleMeleeWeapon,212,85,,2,85.0,Pointy Radiant Mace,2,,4.0,lbs,10,2,1,11.9784,2,1,-,1,3,2,1.30579906550672,0,6,
SimpleRangeWeapon,213,25,,1,0.249999994412065,Mastercrafted Thunder Sling,3,,0.0,lbs,12,2,0,8.0138,1,1,Ammunition (range 30/120),1,2,2,1.3238037283063,1,,3
MartialMeleeWeapon,214,50,,2,50.0,Well Crafted Acid Whip,3,,3.0,lbs,0,2,1,12.9972,1,1,"Finesse, reach",11,2,3,2.06001738673254,2,17,
MartialMeleeWeapon,215,25,,2,25.0,Destroyed Scimitar,0,,3.0,lbs,12,0,0,2.0037,2,1,"Finesse, light",11,1,1,0.003247638602229,2,12,
MartialMeleeWeapon,216,20,,2,20.0,Unexceptional Glaive,1,,6.0,lbs,10,0,0,5.0051,4,1,"Heavy, reach, two-handed",11,4,1,0.413981919736809,2,2,
SimpleRangeWeapon,217,1,,1,0.00999999977648258,Junk Sling,0,,0.0,lbs,9,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00568729088836171,1,,3
MartialRangeWeapon,218,37,,2,37.0,Rare Thunder Net,3,,3.0,lbs,12,3,0,8.9977,1,1,"Special, thrown (range 5/15)",,2,2,1.79351643898338,3,,4
MartialRangeWeapon,219,90,,2,90.0,Sharp Bludgeoning Blowgun,2,,1.0,lbs,1,1,0,2.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.804725495804588,3,,0
MartialMeleeWeapon,220,90,,2,90.0,Nice Lightning Flail,2,,2.0,lbs,5,1,2,6.9871,3,1,-,1,3,1,1.01480466138959,2,1,
SimpleMeleeWeapon,221,165,,2,165.0,Legendary Acid Javelin,4,,2.0,lbs,0,2,2,17.93,2,1,Thrown (range 30/120),7,3,3,1.99207436115328,0,4,
MartialRangeWeapon,222,50,,2,50.0,Destroyed Heavy Crossbow,0,,18.0,lbs,1,0,0,1.0,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,0,1,0.00342100500578966,3,,2
MartialRangeWeapon,223,1650,,2,1650.0,Venerable Lightning Heavy Crossbow,4,,18.0,lbs,5,2,1,13.0107,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,3,2.65198017360171,3,,2
SimpleMeleeWeapon,224,1,,1,0.00999999977648258,Common Club,1,,2.0,lbs,11,0,0,2.0158,1,1,Light,1,1,1,0.452344524705741,0,0,
SimpleMeleeWeapon,225,85,,2,85.0,Unusual Piercing Handaxe,2,,2.0,lbs,7,2,1,12.0012,2,1,"Light, thrown (range 20/60)",11,3,2,1.31775799670213,0,3,
SimpleRangeWeapon,226,225,,2,225.0,Fine Cold Light Crossbow,2,,5.0,lbs,2,1,2,6.9909,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,1.17682269531239,1,,0
SimpleRangeWeapon,227,9,,1,0.0899999979883432,Pointy Necrotic Sling,2,,0.0,lbs,6,1,0,2.9826,1,1,Ammunition (range 30/120),1,1,1,1.04515820452684,1,,3
SimpleMeleeWeapon,228,74,,1,0.739999983459711,Well Crafted Force Greatclub,3,,10.0,lbs,4,3,2,19.0908,3,1,Two-handed,1,4,2,1.65218140474438,0,2,
SimpleRangeWeapon,229,625,,2,625.0,Remarkable Lightning Shortbow,3,,2.0,lbs,5,2,2,18.0313,2,1,"Ammunition (range 80/320), two-handed",7,3,3,1.87343977833664,1,,2
MartialMeleeWeapon,230,495,,2,495.0,Famous Psychic Warhammer,4,,2.0,lbs,9,2,3,23.027,3,1,Versatile (1d10),1,4,3,2.34452558942969,2,16,
MartialRangeWeapon,231,1650,,2,1650.0,Renowned Radiant Longbow,4,,2.0,lbs,10,2,1,12.9973,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,1.99317334141813,3,,3
SimpleMeleeWeapon,232,2,,1,0.0199999995529652,Not Junk Greatclub,1,,10.0,lbs,5,0,0,4.0276,3,1,Two-handed,1,3,1,0.491805251951203,0,2,
MartialMeleeWeapon,233,30,,2,30.0,Broken Greataxe,0,,7.0,lbs,0,0,0,4.9888,5,1,"Heavy, two-handed",11,4,1,0.00123026803623908,2,3,
MartialRangeWeapon,234,10,,2,10.0,Junk Blowgun,0,,1.0,lbs,5,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.00739404521251462,3,,0
MartialMeleeWeapon,235,90,,2,90.0,Shiny Piercing Lance,2,,6.0,lbs,7,1,4,10.9568,5,1,"Reach, special",7,5,1,1.04564989029504,2,6,
MartialMeleeWeapon,236,165,,2,165.0,Heroic Radiant War Pick,4,,2.0,lbs,10,2,3,23.0854,3,1,-,7,4,3,2.59372774466509,2,15,
MartialMeleeWeapon,237,180,,2,180.0,Sharp Psychic Halberd,2,,6.0,lbs,9,1,3,9.0166,4,1,"Heavy, reach, two-handed",11,4,1,0.998949725833593,2,5,
MartialRangeWeapon,238,1650,,2,1650.0,Legendary Lightning Heavy Crossbow,4,,18.0,lbs,5,2,1,12.9994,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,3,2.05170518337148,3,,2
MartialMeleeWeapon,239,15,,2,15.0,Dingy Morningstar,0,,4.0,lbs,4,0,0,3.0066,3,1,-,7,2,1,0.00653700026243694,2,9,
MartialRangeWeapon,240,10,,2,10.0,Worthless Blowgun,0,,1.0,lbs,6,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.00406425941958706,3,,0
MartialMeleeWeapon,241,66,,2,66.0,Glorious Cold Whip,4,,3.0,lbs,2,2,1,12.999,1,1,"Finesse, reach",11,2,3,2.50057194216701,2,17,
SimpleMeleeWeapon,242,165,,2,165.0,Heroic Lightning Javelin,4,,2.0,lbs,5,2,2,18.0416,2,1,Thrown (range 30/120),7,3,3,1.84234085957404,0,4,
SimpleRangeWeapon,243,825,,2,825.0,Lionized Acid Light Crossbow,4,,5.0,lbs,0,2,3,22.8901,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,2.48656584491448,1,,0
SimpleRangeWeapon,244,25,,2,25.0,Useful Shortbow,1,,2.0,lbs,12,0,0,2.9981,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.416094804226378,1,,2
SimpleMeleeWeapon,245,66,,1,0.65999998524785,Famous Piercing Greatclub,4,,10.0,lbs,7,2,3,23.0153,3,1,Two-handed,1,4,3,2.21598819620848,0,2,
MartialRangeWeapon,246,50,,2,50.0,Rusty Longbow,0,,2.0,lbs,5,0,0,1.0,1,1,"Ammunition (range 150/600), heavy, two-handed",7,0,1,0.00585121723926489,3,,3
SimpleMeleeWeapon,247,5,,2,5.0,Destroyed Javelin,0,,2.0,lbs,0,0,0,2.0027,2,1,Thrown (range 30/120),7,1,1,0.000190859706085635,0,4,
SimpleMeleeWeapon,248,17,,2,17.0,Exceptional Force Sickle,2,,2.0,lbs,4,2,0,8.015,1,1,Light,11,2,2,1.21373212600776,0,8,
SimpleRangeWeapon,249,37,,1,0.369999991729856,Magic Infused Lightning Sling,3,,0.0,lbs,5,3,0,8.9846,1,1,Ammunition (range 30/120),1,2,2,1.60767293025138,1,,3
SimpleMeleeWeapon,250,45,,2,45.0,The Bee Knees Slashing Mace,2,,4.0,lbs,11,1,1,5.0244,2,1,-,1,2,1,0.821722208679928,0,6,
MartialRangeWeapon,251,1650,,2,1650.0,Heroic Slashing Heavy Crossbow,4,,18.0,lbs,11,2,1,13.0093,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,3,2.2032190395549,3,,2
MartialMeleeWeapon,252,20,,2,20.0,Dull Halberd,1,,6.0,lbs,3,0,0,4.9754,4,1,"Heavy, reach, two-handed",11,4,1,0.529776931206286,2,5,
MartialRangeWeapon,253,50,,2,50.0,Useful Heavy Crossbow,1,,18.0,lbs,12,0,0,1.9951,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.577066027039142,3,,2
SimpleRangeWeapon,254,25,,2,25.0,Broken Shortbow,0,,2.0,lbs,5,0,0,1.9944,2,1,"Ammunition (range 80/320), two-handed",7,1,1,0.00653351794384128,1,,2
SimpleMeleeWeapon,255,74,,1,0.739999983459711,Rare Acid Quarterstaff,3,,4.0,lbs,0,3,1,14.026,2,1,Versatile (1d8),1,3,2,1.51474651441376,0,7,
SimpleRangeWeapon,256,825,,2,825.0,GodKiller Acid Shortbow,4,,2.0,lbs,0,2,2,17.9598,2,1,"Ammunition (range 80/320), two-handed",7,3,3,2.4581153015913,1,,2
MartialMeleeWeapon,257,74,,2,74.0,Resonating Fire Whip,3,,3.0,lbs,3,3,0,8.9843,1,1,"Finesse, reach",11,2,2,1.78589540101333,2,17,
SimpleRangeWeapon,258,625,,2,625.0,Resonating Force Shortbow,3,,2.0,lbs,4,2,2,18.0047,2,1,"Ammunition (range 80/320), two-handed",7,3,3,1.83432756992319,1,,2
MartialMeleeWeapon,259,185,,2,185.0,Well Crafted Fire Trident,3,,4.0,lbs,3,3,1,14.0255,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,2,1.76194379698104,2,14,
MartialRangeWeapon,260,75,,2,75.0,Worthless One Handed Crossbow,0,,3.0,lbs,9,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00985261055167914,3,,1
MartialMeleeWeapon,261,5,,2,5.0,Normal War Pick,1,,2.0,lbs,1,0,0,3.9652,3,1,-,7,3,1,0.375022445555076,2,15,
SimpleRangeWeapon,262,425,,2,425.0,Valuable Psychic Shortbow,2,,2.0,lbs,9,2,1,12.0436,2,1,"Ammunition (range 80/320), two-handed",7,3,2,1.27097244972164,1,,2
MartialRangeWeapon,263,75,,2,75.0,Junk One Handed Crossbow,0,,3.0,lbs,1,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00244228900058662,3,,1
SimpleRangeWeapon,264,33,,1,0.329999992623925,Fabled Necrotic Sling,4,,0.0,lbs,6,2,1,12.9519,1,1,Ammunition (range 30/120),1,2,3,2.61318084102547,1,,3
SimpleMeleeWeapon,265,2,,1,0.0199999995529652,Scrap Greatclub,0,,10.0,lbs,7,0,0,3.0137,3,1,Two-handed,1,2,1,0.00724916850885689,0,2,
SimpleRangeWeapon,266,825,,2,825.0,Exalted Necrotic Shortbow,4,,2.0,lbs,6,2,2,18.0159,2,1,"Ammunition (range 80/320), two-handed",7,3,3,2.39845510928011,1,,2
MartialRangeWeapon,267,2475,,2,2475.0,Famous Force One Handed Crossbow,4,,3.0,lbs,4,2,1,13.0148,1,1,"Ammunition (range 30/120), light, loading",7,2,3,2.98033072769699,3,,1
MartialMeleeWeapon,268,165,,2,165.0,Lionized Radiant War Pick,4,,2.0,lbs,10,2,3,22.9408,3,1,-,7,4,3,1.93404084054359,2,15,
SimpleMeleeWeapon,269,74,,1,0.739999983459711,Remarkable Thunder Greatclub,3,,10.0,lbs,12,3,2,19.0025,3,1,Two-handed,1,4,2,1.41276733697261,0,2,
MartialRangeWeapon,270,50,,2,50.0,Unexceptional Heavy Crossbow,1,,18.0,lbs,4,0,0,1.9989,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.401202591011459,3,,2
MartialMeleeWeapon,271,15,,2,15.0,Useful Morningstar,1,,4.0,lbs,11,0,0,4.0942,3,1,-,7,3,1,0.383047967230668,2,9,
SimpleRangeWeapon,272,1,,1,0.00999999977648258,Broken Sling,0,,0.0,lbs,9,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00194709225380832,1,,3
SimpleMeleeWeapon,273,33,,2,33.0,Famous Force Spear,4,,3.0,lbs,4,2,2,18.0045,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,1.89583175673582,0,9,
SimpleMeleeWeapon,274,5,,2,5.0,Functional Handaxe,1,,2.0,lbs,2,0,0,3.0079,2,1,"Light, thrown (range 20/60)",11,2,1,0.41561701711054,0,3,
SimpleMeleeWeapon,275,125,,2,125.0,Fuck Yeah this is Rare Bludgeoning Mace,3,,4.0,lbs,1,2,2,18.032,2,1,-,1,3,3,2.20326841185057,0,6,
MartialRangeWeapon,276,37,,2,37.0,Unyeilding Cold Net,3,,3.0,lbs,2,3,0,9.0041,1,1,"Special, thrown (range 5/15)",,2,2,1.66634730584406,3,,4
MartialMeleeWeapon,277,225,,2,225.0,Fine Radiant Scimitar,2,,3.0,lbs,10,1,1,5.0001,2,1,"Finesse, light",11,2,1,0.869519178544591,2,12,
MartialRangeWeapon,278,1850,,2,1850.0,Magical Cold Heavy Crossbow,3,,18.0,lbs,2,3,0,8.9757,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,2,1.7708738149471,3,,2
SimpleMeleeWeapon,279,2,,1,0.0199999995529652,Not Junk Quarterstaff,1,,4.0,lbs,9,0,0,2.968,2,1,Versatile (1d8),1,2,1,0.586416011882767,0,7,
MartialRangeWeapon,280,330,,2,330.0,One of A Kind Slashing Blowgun,4,,1.0,lbs,11,2,0,7.9868,0,1,"Ammunition (range 25/100), loading",7,1,3,2.74611077842264,3,,0
MartialRangeWeapon,281,75,,2,75.0,Rusty One Handed Crossbow,0,,3.0,lbs,0,0,0,1.0,1,1,"Ammunition (range 30/120), light, loading",7,0,1,0.00224584866107206,3,,1
SimpleMeleeWeapon,282,5,,2,5.0,Functional Handaxe,1,,2.0,lbs,6,0,0,3.002,2,1,"Light, thrown (range 20/60)",11,2,1,0.387067216512702,0,3,
SimpleRangeWeapon,283,25,,2,25.0,Useful Light Crossbow,1,,5.0,lbs,2,0,0,4.0058,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.570262995049749,1,,0
MartialMeleeWeapon,284,30,,2,30.0,Functional Greataxe,1,,7.0,lbs,6,0,0,6.0294,5,1,"Heavy, two-handed",11,5,1,0.364050171189899,2,3,
SimpleMeleeWeapon,285,2,,1,0.0199999995529652,Normal Greatclub,1,,10.0,lbs,9,0,0,4.0198,3,1,Two-handed,1,3,1,0.531699884420583,0,2,
SimpleRangeWeapon,286,25,,2,25.0,Dull Shortbow,1,,2.0,lbs,1,0,0,3.0145,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.480839936212552,1,,2
MartialMeleeWeapon,287,510,,2,510.0,Exceptional Radiant Greataxe,2,,7.0,lbs,10,2,4,29.9933,5,1,"Heavy, two-handed",11,6,2,1.32941638064774,2,3,
